,Close_AAPL,High_AAPL,Low_AAPL,Volume_AAPL,Close_MSFT,High_MSFT,Low_MSFT,Volume_MSFT,Close_GOOGL,High_GOOGL,Low_GOOGL,Volume_GOOGL,Close_AMD,High_AMD,Low_AMD,Volume_AMD,Close_ADBE,High_ADBE,Low_ADBE,Volume_ADBE,Close_CSCO,High_CSCO,Low_CSCO,Volume_CSCO,Close_QCOM,High_QCOM,Low_QCOM,Volume_QCOM,Close_TXN,High_TXN,Low_TXN,Volume_TXN,Close_INTU,High_INTU,Low_INTU,Volume_INTU,Close_CRM,High_CRM,Low_CRM,Volume_CRM,Close_AVGO,High_AVGO,Low_AVGO,Volume_AVGO,Close_ORCL,High_ORCL,Low_ORCL,Volume_ORCL,Close_META,High_META,Low_META,Volume_META,Close_TSLA,High_TSLA,Low_TSLA,Volume_TSLA,Close_INTC,High_INTC,Low_INTC,Volume_INTC,Close_KLAC,High_KLAC,Low_KLAC,Volume_KLAC,Close_ADI,High_ADI,Low_ADI,Volume_ADI,Close_SNPS,High_SNPS,Low_SNPS,Volume_SNPS,Close_CDNS,High_CDNS,Low_CDNS,Volume_CDNS,Close_FTNT,High_FTNT,Low_FTNT,Volume_FTNT,Close_SPUS,High_SPUS,Low_SPUS,Volume_SPUS,Close_HLAL,High_HLAL,Low_HLAL,Volume_HLAL
2025-12-12 06:57:06.295156,101.04342830602246,101.87825031232002,99.45380569893916,167215,99.86984273363959,101.03216797600123,99.22667720427953,208872,99.3549465324541,100.149313591691,98.17448519871591,963561,98.75161735019265,100.72494253672694,97.72198264233326,435441,100.26075101229193,101.46193967901317,99.35199634317202,444710,103.50392770246681,104.55070952521554,102.08344210522019,285378,99.06529797572088,100.74239640552653,98.85648971622471,953284,98.31826712574188,99.42224772998333,96.68221362746449,870097,101.15295255047904,101.86180244806515,99.21682092637752,452156,99.01121402717125,100.13037173610194,98.90016396155295,549777,100.72214233585133,102.29688625214987,100.51645715153637,333979,101.72265743867091,101.81938286076847,100.06141191780732,147645,96.96439696958072,97.80233651713976,96.62677695801159,964950,99.87512934244563,101.56311628632969,98.3980372356517,921726,99.89722072746633,100.69079937829551,99.10130003470482,344942,100.02132058005368,101.84477627673695,98.05560034434284,730698,98.42527621142496,99.75225690168237,97.50886660092053,945442,100.13122817393108,101.92072331559368,98.40754052734142,973625,97.13663711735182,98.12332029345659,96.17264728188609,656823,100.19938573318652,101.23165534253552,98.27618168203676,217919,98.75088860029423,100.6601689217267,98.20041638843199,469355,101.99673190497123,102.72636809758694,100.97594646227381,563026
2025-12-13 06:57:06.295156,100.81453604012202,101.25875166106349,99.80926185391164,955474,98.90933442783452,100.74768753150565,98.72475325537702,872042,101.0522045992195,102.38837487236079,100.33025680533945,402186,99.75011886574832,100.03510995155135,99.03165212694879,983084,97.6358734279972,98.66723228339019,95.94715926251797,850230,102.72840136905519,102.95793911279362,102.09970114268769,952746,96.45412613735904,97.16649743159422,95.65592576121159,487881,96.9531310866997,98.5626373306791,96.4475038745213,742927,101.89256112366958,102.9038294305135,101.75943166784113,702566,99.36456718039976,100.73864548156472,98.22763738338388,241449,104.71511964608635,105.32798529149309,104.46320925332763,708986,102.2594059641368,103.90038113309735,101.81009116885328,339608,95.78578497002007,96.70184220318781,94.07789920573637,707132,101.020336781577,101.54515353455561,100.8927476690698,537043,99.65243344766466,100.51485441739332,97.7894754624713,195119,99.64241608922508,101.04658122299408,98.56947530684813,749443,97.90958753477025,99.58217016097517,96.01955334627327,832154,103.0502259376745,103.58556281206309,102.09600630228664,306749,96.36616084660075,96.44629901929729,96.22523949126683,408444,102.3236115927592,102.93328793127174,100.7843272649919,796314,99.84457943295222,101.05174192719834,99.69417537542661,893354,103.32043721577533,105.06722013159377,101.38155846442358,921485
2025-12-14 06:57:06.295156,102.17087169748463,102.41060243215199,101.0170639282319,244356,99.0591701189806,99.22466695905122,98.09687933086802,193070,103.70376384873914,104.11373243957078,103.52059970208587,161665,99.0611979244543,100.05897423135701,97.87529622158445,985736,96.51039026134093,98.34917420776976,96.31422509977244,769931,103.24139562351043,104.96167501020929,102.2990598256448,427231,95.38198491902496,97.03561486661779,93.9356859460957,408112,95.52181429446478,95.61392776284468,94.97893713919638,706226,102.7396875643102,104.62192918937755,101.44305154940601,374535,99.76754797860447,101.08371314810285,98.46451661194668,677880,104.711283211423,104.79179921744146,102.75298010122177,378104,103.01627972830556,104.66896135020593,102.21761456790712,647571,96.97628951353869,97.48958392791089,96.9498318877281,263991,102.98941421807174,103.83283945312358,102.21496793565133,889948,99.08367957338714,100.22227544165673,98.40721763875257,953262,97.57172609604117,98.58650562621149,96.56646586479867,254607,98.53814340210674,98.9690692166582,97.19092373811336,386629,104.3026588392586,105.12385623373513,102.31353032588954,185192,93.88151211198813,95.85015606961622,93.32522483109031,933608,102.94787210956073,104.32369229247138,101.97125282390904,169519,99.91162706893168,101.77952974609711,98.49605911220671,717985,99.95389277365608,100.74387331475414,98.56747368921835,348966
2025-12-15 06:57:06.295156,105.33414289434342,106.00937323715067,104.34910750670569,303861,100.0885928006549,101.84191577250648,98.71302336646272,704055,102.8334039638918,103.41969942441382,100.99877681296731,346584,97.45926148700494,98.69557295564118,97.13221374183489,345014,97.17589104172404,98.16981800753571,96.19940876768048,732543,105.21865590188754,106.66428450830452,103.5753821064666,522381,97.05825280845436,98.47628025702842,96.49758388687131,903940,95.82892433975697,97.44508290446862,95.57821138817219,317813,100.06543076758344,101.81806963386806,99.9172199224337,202476,99.92533398696602,100.15935743668192,99.50377108825664,238419,103.68754483436493,104.86424927633124,102.33986703782492,130791,105.71840317188274,106.894404098742,104.8990574332977,616369,95.79456389829811,97.29879256369206,94.77100298515914,714985,102.91852623088249,102.99837129600999,102.35299531676229,250823,97.94194202632153,97.94609506152169,96.11418944567794,442776,99.02885545953397,99.91186330609632,98.513298483126,830896,99.3618508459535,99.60281449083044,99.23205228687668,713587,103.41466977460271,105.21186359574065,102.05632637552672,879117,95.41806955085754,96.18503179600762,94.76905625251965,116105,103.52456487452176,105.25247451854078,102.84912658539733,811475,100.6227567098039,101.02958271420053,99.65673299870714,275793,97.93588093810793,98.60589807802332,97.79404855523079,545292
2025-12-16 06:57:06.295156,104.89352306514456,106.7793424729696,104.50303708954847,455612,103.4982218324104,104.60139757749853,102.47490780531587,722117,102.0057843938081,103.79845603085033,101.73214713197018,216953,96.16394930858836,97.56887924967657,95.38178623528484,256498,94.12846727764845,96.11278330729508,93.82836994826049,884586,102.2864945099083,102.4218312337083,101.36796411556186,560244,97.36328112095275,97.71762297149648,95.98846839268028,253077,92.95462113778092,93.31039738587897,92.280691686346,876388,102.21146943223908,102.41660535740627,101.46053157530608,482865,100.16546760016118,101.76490342739862,99.05255518851027,395920,101.36012864758234,102.15549747644845,99.66635419872443,387360,104.07521232324082,104.7814181011176,102.1187709861877,449115,95.39036833988803,96.41611782449856,93.85148318104491,681484,106.78929882550077,107.68745585377052,106.18031797679271,654661,98.51039438588485,99.03181193415055,96.54830466137592,923265,97.2906930922236,97.55203835305014,95.88796597160272,568255,99.50538518462986,101.2084595284257,98.57393402929486,617537,102.54667101358876,104.33918444653192,102.39852119916787,187154,96.26456692058511,96.56902334841884,94.37432202309533,763299,99.48989060050928,100.08761697808302,98.3913536138124,598204,100.75166714503445,101.04545547286031,98.95865864311645,550472,97.75877310104897,98.17333814614844,97.38005134946525,238117
2025-12-17 06:57:06.295156,104.45478082079411,105.10118668483562,103.0098765902711,554605,99.66988703476343,99.99955555703744,99.35593166933104,529474,100.92932597396131,100.95532982098278,99.0288512663197,576072,97.1639688292585,98.28326619623232,95.22514418458792,117772,95.00475575046201,96.7076056659522,94.35540389668189,551157,98.73549853956986,100.1511687340294,98.01990200891898,982430,100.0030275713662,101.01792030360569,99.9540306748309,154575,90.48470557606419,91.51407281030707,88.485617738626,484890,104.6534854021409,105.43894688868373,103.04585631175401,721825,98.71598086206967,98.96244601350232,97.00299405654452,680086,100.7774664523412,102.7250672790555,100.12880769763817,426571,106.9709065894816,108.57047331837316,106.6091227867238,979191,96.85782650446261,97.49953558996229,94.98823546947705,739888,107.32161089773828,108.47683705901255,105.35571713862888,222026,97.28627408940044,98.32283353077786,95.96265263225159,867754,95.90973682160482,96.49173560073415,95.88099091804926,352712,97.01094454118513,97.32417017097042,96.53045450425651,992016,101.45334640220275,102.82477193985211,99.46768213883881,308542,97.00491064194804,98.33832835274096,96.43957592086572,703760,100.89396158295759,101.27992959883565,99.39723991610035,356587,102.305602392009,104.01724820625681,100.34024229456413,876385,94.7114211127594,95.46701476057822,93.1687748263257,419767
2025-12-18 06:57:06.295156,107.80613478146878,108.84371602495551,107.24459005658707,109435,102.93072754368988,103.75323777686062,102.17615561320574,142078,102.92540589710288,103.09642295881181,102.03339435118697,782736,98.02533237759282,98.04487407243118,97.50906551219056,990186,95.01494444252712,95.4319654712418,93.54023028775153,158005,95.77213755245722,96.85921398714251,94.78371265795663,674100,100.44379148410772,101.79856612714515,99.83151680234853,573958,90.05769950427282,91.67425038338469,89.2461971670427,912481,104.22568132712777,105.33242370662732,103.3587368616165,967591,100.24664501763296,101.64370626805123,98.57651312672292,235370,101.1515067548453,102.2399040798527,99.79853925580409,998902,105.91369745314016,107.02307150271689,104.31538151093059,814483,97.72285616617124,98.91495639769315,95.90445189375826,724913,106.63169068954043,107.77350479704472,105.34613586258058,130270,97.68004839923185,99.12448059657915,96.04626782022352,848224,96.50340233627665,98.24132054631845,96.40437707687207,967461,101.59570390685808,103.54522406953046,100.65609526396071,494283,102.78668878394768,104.50464987819213,101.97090031038731,208073,92.00072426264634,92.56930084083726,91.07898679210705,797389,101.05657629595734,101.28893744446552,99.48871911905174,248112,100.26661667443875,101.62845109967326,99.4683979732893,955938,98.71871798120476,99.35208669323862,97.03583846129227,129714
2025-12-19 06:57:06.295156,109.5147212858003,110.92075920359066,109.4660893529374,547556,104.06905992482396,105.62426449229442,104.06386987605667,468432,104.98094450905455,105.39671701934661,104.61067865137731,286626,98.8593554888633,99.51227810535129,97.54588215978072,890144,96.11234796122837,97.9735383905162,95.16031170249083,317322,98.23843118973295,98.4018818812265,96.58193268485851,805860,102.48774395614537,102.95781838575301,101.38948328359102,774331,87.78324647239197,88.29088862870536,87.34226960301375,439933,104.18716587346384,105.19343081856692,102.19280116565794,281429,101.49818818585095,102.33047892113217,99.64347782467836,956636,101.3099250265183,101.86040338859232,100.1214413719011,697578,110.55061474760508,112.20247936470511,109.88222931925885,202780,98.29320270952762,100.28467161363027,96.65395297043233,572617,103.24812349166095,103.91297687600968,101.81277117607395,332931,93.62657404432329,93.97488742911409,92.12748291588112,910830,97.16998716656153,98.97889278968651,95.97126999228992,104055,101.1670311664125,102.85210762520977,100.25610002239978,907039,101.55787893552208,101.73542546943455,100.98307386783112,319894,91.07987353123895,92.25143007310103,89.73726468411039,771223,102.20167888746501,103.43418696860664,101.55246129127111,144772,98.48523335041068,98.85839034891796,97.65435531789136,300015,100.3914714780716,101.74607939666788,99.15608230569441,789746
2025-12-20 06:57:06.295156,108.54119151591344,109.26845072067202,107.2502469240991,799438,103.35563991346561,104.31638007719832,101.61903769939444,707812,107.9433037746566,107.99636818240424,106.85950187989988,245271,98.46250705213284,99.49793033890226,97.81212692368345,494583,96.59082239854217,96.82355519431313,95.83904582825063,289784,97.20327683549283,98.11987811855015,96.53286074075109,572367,102.40765941782819,104.06903643886834,101.1434797588157,518815,85.70932986252122,86.20094474113353,84.18436409357011,708814,101.04882442962302,101.43655056549682,99.93070585972983,317980,98.83688870765113,99.86459017680433,98.10511708853737,972639,104.85266287679158,106.27154060605953,103.64636263654569,671302,111.92970938080724,113.19262696597328,110.46796868925492,523240,97.67568101209024,98.54620557140335,95.89929831276763,931187,102.7573655016095,103.38843186293578,100.80413022697948,820177,92.55010406606984,93.6438664136447,91.15103555083878,685842,96.02979519570319,96.03129061244425,95.34644604806628,400314,101.44072343178165,102.44247664356085,100.27643382615217,340491,100.74562086976842,102.47561082218397,99.62986250261264,619235,89.85463710610887,91.02817292179805,89.53027036129312,178097,102.62727334965645,103.51498533193758,101.1849548132287,222431,101.41913514194327,101.95785454327034,100.60320993753182,224338,100.41489713115097,100.99406254049242,99.12605079189133,471427
2025-12-21 06:57:06.295156,109.77326438366633,111.71682854910826,109.41904302485223,965264,102.27511151188446,104.24568361321548,102.1060774965231,327645,110.17471411861489,110.53758498879448,108.42882244686207,218533,98.5184628048986,98.69419580318826,96.9715165535254,338389,99.27438672970695,100.90928614668933,98.48543417256688,667829,102.225185541214,103.1945781154741,101.87766235494252,420787,101.24988863428506,102.33954394937543,100.09580730536123,580808,83.55756557923941,84.36309437616391,82.47262357231409,501062,102.13864561289674,103.85627915523305,101.49632130762483,603551,98.1170352995442,99.92363132829561,97.48093615444236,986788,105.95169821907946,106.49468222416489,104.58663330000402,235150,109.92563361151981,111.49444455794541,109.0856116029285,542846,98.44743828159606,100.28882108315331,98.0489989099219,133324,102.11741945836867,102.33066669624186,101.3630158934534,165184,94.62938875456362,96.05830812233519,94.01552660860115,150755,90.4386293250646,91.62690210801969,88.53199658066268,329016,102.74273762301843,104.70558047286248,102.02919664231993,685885,102.92781612790016,103.56905594100061,102.31920094425843,894044,88.18504008960123,89.07649973140697,87.21215531531747,361674,101.53089067712378,101.90692211151635,100.21531311705141,982522,105.73018525631437,107.331513139365,105.08107703685252,127843,99.7768477131716,100.93124720601674,99.72017281240484,370706
